Long,Lat,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB,RSTATUS,STATSTRU,LONGITUD,LATITUDE,LOCALE_ADD,REAPLOCALE_ADD,Data_Year,FID_L0USA_Counties_Generalized,GlobalID
-82.02049499999998,28.86216900000005,FL,FL0146,FL0146,SUMTER COUNTY LIBRARY SYSTEM,"7375 POWELL ROAD, SUITE 150",WILDWOOD,34785,4203,"7375 POWELL ROAD, SUITE 150",WILDWOOD,34785,4203,SUMTER,3526894560.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,120700,118669,0,5,0,4.0,4.0,34.5,38.5,2424346,506999,0,62555,2993900,65106,18989,84095,397359,139090,119705,656154,2275191,3015440,0,0,0,0,0,0,92010,6981,4489,1378,21508,0,13,70,83,80,13690,421368,10056,89897,812587,78224,104261,708326,203932,308193,1016519,210,3291,971,443,15,11869,4977,61,83,64493,45591,2017,2,0,-82.020495,28.862169,41,8,2017,128,{ec883686-64cb-4354-b63d-1a81092bf696}
-82.44222999999994,28.910374000000047,FL,FL0018,FSCS5016,CITRUS COUNTY LIBRARY SYSTEM,425 W. ROOSEVELT BOULEVARD,BEVERLY HILLS,34465,4281,425 W. ROOSEVELT BOULEVARD,BEVERLY HILLS,34465,4281,CITRUS,3527469077.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,143801,141381,0,5,0,4.0,14.0,31.35,45.35,2687363,78546,0,169381,2935290,1305076,489126,1794202,128513,100702,19545,248760,972093,3015055,25000,0,0,0,25000,0,200973,12808,7211,1432,13741,0,5,70,75,211,11635,406703,50440,91613,588789,86768,65859,522930,53424,119283,642213,2205,7828,3267,832,98,50767,20239,1374,138,111791,30319,2017,1,0,-82.44223,28.910374,23,4,2017,81,{9a180b9d-17c1-4c79-ae8a-bf8760aeea89}
-82.46548099999995,28.990593000000047,FL,FL0118,FSCS0001,CITRUS SPRINGS MEMORIAL LIBRARY,1826 W COUNTRY CLUB BLVD,CITRUS SPRINGS,34434,5122,1826 W COUNTRY CLUB BLVD,CITRUS SPRINGS,34434,5122,CITRUS,3524892313.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,8622,8477,1,0,0,0.45,2.21,1.98,4.19,225019,7580,0,8405,241004,111302,33055,144357,14792,3930,3968,22690,56016,223063,0,0,0,0,0,12720,-1,29282,1040,15861,2119,926,2,70,72,64,2095,30811,5248,5981,-1,9083,-1,-1,-1,-1,-1,283,395,200,107,0,3592,2249,0,15,8559,-1,2017,4,0,-82.465481,28.990593,23,4,2017,81,{4db64cac-6d12-41ba-8393-8a85af6eb410}
-81.14553399999994,29.14403200000004,FL,FL0099,FSCS5100,VOLUSIA COUNTY PUBLIC LIBRARY,1290 INDIAN LAKE RD.,DAYTONA BEACH,32124,1038,1290 INDIAN LAKE RD.,DAYTONA BEACH,32124,1038,VOLUSIA,3862481745.0,ME,CO,MA,Y,CO1,N,10/01/2016,09/30/2017,523405,514598,0,13,0,56.0,61.0,120.5,181.5,15472550,431097,3389,1054095,16961131,6584175,2987994,9572169,1021126,735776,460528,2217430,4518198,16307797,0,0,0,0,0,178532,532662,369704,47167,2330875,103358,55109,24,70,94,943,32562,2119089,719815,235581,3452307,1050047,522832,2929475,570902,1093734,4023209,971,162,5393,2631,811,124073,70788,17422,310,343794,427480,2017,1,0,-81.145534,29.144032,41,8,2017,132,{39be2ed2-4666-45e0-9ae8-e86ca80d81a6}
-82.10020999999995,29.188671000000056,FL,FL0001,FSCS5000,MARION COUNTY PUBLIC LIBRARY SYSTEM,2720 EAST SILVER SPRINGS BLVD.,OCALA,34470,7006,2720 EAST SILVER SPRINGS BLVD.,OCALA,34470,7006,MARION,3526718551.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,349267,343390,1,7,0,23.0,40.0,64.73,104.73,5050625,54658,0,174033,5279316,3017759,1208995,4226754,236500,153269,0,389769,762793,5379316,0,0,0,0,0,0,537883,110731,26501,7392,26292,0,22,70,92,326,17528,1013109,899103,212920,970540,330943,59451,911089,383047,442498,1353587,2127,967,2254,1064,176,66020,43986,6489,207,175721,-1,2017,1,0,-82.10021,29.188671,13,2,2017,113,{fd65e521-6791-43a0-a059-5b038d2464e7}
-82.64150699999999,29.46329000000003,FL,FL0259,FL7000,PAL PUBLIC LIBRARY COOPERATIVE,7871 NE 90TH STREET,BRONSON,32621,3979,7871 NE 90TH STREET,BRONSON,32621,3979,LEVY,3524865552.0,HQ,MJ,MO,Y,MC1,N,10/01/2016,09/30/2017,374194,367898,0,23,2,60.5,62.5,162.64,225.14,17333667,1149626,0,640910,19124203,8050066,3350601,11400667,888409,838735,382151,2109295,3433566,16943528,44167,0,0,60800,104967,1818163,584481,112144,67773,20940,123422,4829,45,70,115,1405,51288,1498098,328633,223128,4252793,1215455,703170,3348417,110842,814012,4162429,4109,9676,9967,4433,1417,149909,90837,14283,334,377753,531530,2017,1,0,-82.641507,29.46329,42,7,2017,109,{179ea424-c04f-4119-9140-55004951ebef}
-81.12826599999994,29.476162000000045,FL,FL0028,FSCS5029,FLAGLER BEACH PUBLIC LIBRARY,315 SOUTH SEVENTH STREET,FLAGLER BEACH,32136,3640,P.O. BOX 449,FLAGLER BEACH,32136,449,FLAGLER,3865172030.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,4625,4547,1,0,0,0.16,1.61,0.9,2.51,82443,1485,0,2884,86812,51603,12134,63737,8186,744,2134,11064,25308,100109,0,0,0,0,0,1936,-1,28184,595,27449,1388,1433,2,70,72,63,1678,16529,3861,4295,-1,4695,-1,-1,-1,-1,-1,300,303,87,51,0,1415,1009,0,14,5204,-1,2017,4,0,-81.128266,29.476162,21,4,2017,-1,{59608164-0f45-4cb5-a7a9-e94e0d28eb81}
-81.23908199999994,29.553353000000072,FL,FL0029,FSCS5030,FLAGLER COUNTY PUBLIC LIBRARY,2500 PALM COAST PARKWAY NW,PALM COAST,32137,4731,2500 PALM COAST PARKWAY NW,PALM COAST,32137,4731,FLAGLER,3864466763.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,105157,103388,1,1,0,3.0,3.0,15.1,18.1,1109862,29667,0,137904,1277433,566139,237090,803229,121512,57814,24662,203988,134954,1142171,0,0,0,0,0,0,136669,11059,5184,684,8041,0,13,70,83,48,4496,315398,39628,55262,406000,115043,27738,378262,119635,147373,525635,991,285,649,350,279,18736,12363,5207,55,48911,29838,2017,1,0,-81.239082,29.553353,21,4,2017,89,{b231f65f-205a-4740-ab0c-d521cc934ef7}
-84.99051599999996,29.721849000000077,FL,FL8002,FL8002,APALACHICOLA MUNICIPAL LIBRARY,80 12TH STREET,APALACHICOLA,32320,2003,80 12TH STREET,APALACHICOLA,32320,2003,FRANKLIN,8506538436.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,2333,2294,1,0,0,0.0,0.78,0.0,0.78,51240,0,0,20574,71814,-9,-9,-9,4129,375,1077,5581,-9,53585,0,0,0,0,0,976,-1,0,400,0,0,0,1,70,71,6,1565,9737,0,1904,-1,2368,-1,-1,-1,-1,-1,152,153,44,33,0,1413,509,0,6,2625,-1,2017,4,0,-84.990516,29.721849,33,7,2017,90,{153410fe-df18-4359-b166-702bb69f7469}
-81.31313099999994,29.758722000000034,FL,FL0091,FSCS5094,ST. JOHNS COUNTY PUBLIC LIBRARY SYSTEM,6670 US 1 SOUTH,ST. AUGUSTINE,32086,7693,6670 US 1 SOUTH,ST. AUGUSTINE,32086,7693,ST. JOHNS,9048276925.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,229715,225850,0,6,2,23.5,23.5,48.23,71.73,5903958,169016,0,301557,6374531,3106272,1211495,4317767,485922,229015,246874,961811,856593,6136171,119648,0,0,0,119648,81755,262069,222001,33184,54293,42140,15443,16,70,86,390,14376,916282,414442,95779,1725569,621204,149048,1576521,-1,149048,1725569,1156,1933,3219,1664,321,105822,66219,5518,149,87014,-1,2017,2,0,-81.313131,29.758722,41,8,2017,124,{351c3510-9ff3-4b6e-9dfe-4b696137b7ee}
-82.33816199999995,30.02373700000004,FL,FL0149,FL0149,NEW RIVER PUBLIC LIBRARY COOPERATIVE,110 N. LAKE AVE,LAKE BUTLER,32054,1736,110 N. LAKE AVE,LAKE BUTLER,32054,1736,UNION,3864962526.0,HQ,MJ,MA,Y,MC1,N,10/01/2016,09/30/2017,70780,69589,0,3,2,2.0,4.0,24.6,28.6,749628,788039,0,120246,1657913,740198,290032,1030230,84904,55968,2630,143502,372962,1546694,0,0,0,0,0,36462,147237,40887,5368,7921,4321,0,7,70,77,139,8422,298964,31038,32888,158573,56887,13251,103007,1829,15080,118087,831,253,417,191,76,13601,9442,1713,60,34867,69595,2017,1,0,-82.338162,30.023737,32,7,2017,131,{52987b3a-f892-4a78-823b-96754f006cc8}
-83.17873399999996,30.053012000000024,FL,FL0147,FL0147,THREE RIVERS REGIONAL LIBRARY SYSTEM,305 W. MAIN ST.,MAYO,32066,4036,PO BOX 1340,MAYO,32066,340,LAFAYETTE,3862943856.0,ME,MJ,MA,Y,MC1,N,10/01/2016,09/30/2017,64724,63635,0,6,1,1.0,5.0,13.0,18.0,422299,545432,0,15642,983373,472761,187692,660453,36863,10600,0,47463,303334,1011250,0,0,0,0,0,0,140529,40956,4089,2736,10947,0,0,70,70,138,12942,203467,10447,43917,138277,28332,12724,125553,0,12724,138277,1367,1478,1230,273,66,16822,7737,727,55,33226,26525,2017,1,0,-83.178734,30.053012,43,7,2017,105,{95bd81f1-d604-4556-93f8-3f7849aac9d2}
-81.71179799999999,30.092391000000077,FL,FL0019,FSCS5017,CLAY COUNTY PUBLIC LIBRARY SYSTEM,1895 TOWN CENTER BLVD.,FLEMING ISLAND,32003,6315,1895 TOWN CENTER BLVD.,FLEMING ISLAND,32006,6315,CLAY,9042784745.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,208549,205040,1,4,0,7.0,7.0,45.0,52.0,2519327,58347,0,0,2577674,1597167,470720,2067887,168045,36966,34352,239363,270424,2577674,0,0,0,0,0,0,276815,964,15252,0,18049,0,3,70,73,143,11762,457931,33725,83709,585927,234370,11119,574808,-1,11119,585927,141,965,1224,949,28,25759,19451,251,103,61386,19402,2017,1,0,-81.711798,30.092391,21,3,2017,82,{0bb027e8-0b26-4190-a29b-2389b7bc95ed}
-85.67269199999998,30.167984000000047,FL,FL0004,FL0004,NORTHWEST REGIONAL LIBRARY SYSTEM,898 WEST 11TH STREET,PANAMA CITY,32412,2336,PO BOX 59625,PANAMA CITY,32412,625,BAY,8505222100.0,NO,MJ,MO,Y,MC1,N,10/01/2016,09/30/2017,203836,200406,1,7,0,13.0,16.0,27.53,43.53,2264548,535501,15706,185004,3000759,1469856,534201,2004057,193393,40452,34549,268394,804746,3077197,0,0,0,0,0,0,263114,3614,12963,912,16941,0,8,70,78,140,14842,412359,39060,77497,634014,250791,36394,597690,-1,36394,634084,3337,1627,2115,856,53,40086,26236,895,151,133243,36030,2017,1,0,-85.672692,30.167984,13,2,2017,-1,{7fd86164-cfa4-496c-87d0-c5d2d4e3b080}
-82.63799799999998,30.19253100000003,FL,FL0021,FSCS5019,COLUMBIA COUNTY PUBLIC LIBRARY,308 NW COLUMBIA AVENUE,LAKE CITY,32055,2836,308 NW COLUMBIA AVENUE,LAKE CITY,32055,2836,COLUMBIA,3867581018.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,68943,67783,1,2,0,4.0,6.75,17.95,24.7,1034154,595738,0,17090,1646982,729144,260662,989806,105992,18966,23423,148381,373707,1511894,0,0,0,0,0,0,118593,36955,5148,649,9206,0,6,70,76,169,7181,208004,54099,12890,290325,79557,9556,280769,-1,9556,290325,2006,1209,734,448,8,13746,11629,54,48,41150,-1,2017,2,0,-82.637998,30.192531,32,6,2017,84,{d59c5f72-a7ed-4642-8dc3-7e0d05ed7a75}
-85.64860699999997,30.24522200000007,FL,FL8004,FL8004,LYNN HAVEN PUBLIC LIBRARY,901 OHIO AVENUE,LYNN HAVEN,32444,2353,901 OHIO AVENUE,LYNN HAVEN,32444,2353,BAY,8502652781.0,ME,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,20886,20535,1,0,0,0.0,3.75,0.0,3.75,244723,0,0,7905,252628,131004,49345,180349,16502,1000,2498,20000,35115,235464,0,0,0,0,0,0,26272,2219,1005,5762,888,0,1,70,71,13,2042,39315,5301,7379,28352,6712,-1,-1,-1,-1,-1,44,77,69,47,6,950,817,18,9,6101,489,2017,1,0,-85.648607,30.245222,22,4,2017,76,{c64d38b7-4079-48f7-b43b-e3fb93540e43}
-82.98874699999999,30.27615700000007,FL,FL0007,FSCS5005,SUWANNEE RIVER REGIONAL LIBRARY SYSTEM,1848 OHIO/M L KING AVENUE SOUTH,LIVE OAK,32064,M,1848 OHIO/M L KING AVENUE SOUTH,LIVE OAK,32064,,SUWANNEE,3863622317.0,ME,MJ,MO,Y,MC1,N,10/01/2016,09/30/2017,78730,77405,0,8,0,4.0,4.0,38.0,42.0,1990146,1533391,9000,0,3532537,1129336,437020,1566356,144000,97000,12188,253188,1497980,3317524,0,0,0,0,0,0,205498,9704,10807,649,32627,0,8,70,78,296,16796,296531,86788,60420,286107,69619,10353,275754,6416,16769,292523,496,1482,4677,2334,542,77385,49252,3781,163,77654,39660,2017,1,0,-82.988747,30.276157,33,6,2017,129,{04ec51cc-ce5a-4431-8d44-023765312e2e}
-81.65873999999997,30.328915000000052,FL,FL0003,FSCS5002,JACKSONVILLE PUBLIC LIBRARY,303 LAURA STREET NORTH,JACKSONVILLE,32202,3505,303 LAURA STREET NORTH,JACKSONVILLE,32202,3505,DUVAL,9046302665.0,ME,MJ,MO,Y,MC1,N,10/01/2016,09/30/2017,936811,921048,1,20,0,95.0,95.0,304.03,399.03,31983745,874255,87000,660272,33605272,12871255,5511315,18382570,2392447,1540994,430745,4364186,10870719,33617475,514154,0,0,0,514154,177,1783881,320894,145700,356547,143901,16508,80,70,150,2826,49712,3403267,638725,777034,5110204,1665759,330907,4779297,-1,330907,5110204,7356,3355,14455,6165,1232,236518,159972,19119,1040,676956,-1,2017,1,0,-81.65874,30.328915,11,1,2017,87,{ea832d3d-9c2e-4050-8bb4-db0374c84903}
-87.21894999999995,30.41575000000006,FL,FL0008,FSCS5006,WEST FLORIDA PUBLIC LIBRARY,239 NORTH SPRING STREET,PENSACOLA,32502,4825,239 NORTH SPRING STREET,PENSACOLA,32502,4825,ESCAMBIA,8505300116.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,313381,308108,1,6,1,22.0,22.0,73.0,95.0,5330058,145431,6496,150387,5632372,2535204,812014,3347218,290814,121948,119202,531964,1169457,5048639,0,0,6496,0,6496,6496,253187,24657,47633,5721,39232,175,19,70,89,383,18304,682081,60050,124631,798959,235058,68772,730187,264878,333650,1063837,1993,3187,858,578,19,23259,20813,298,187,101383,56033,2017,1,0,-87.21895,30.41575,13,2,2017,88,{24464898-429a-4da4-875e-023405ae66dd}
-84.28320699999995,30.442248000000063,FL,FL0044,FSCS5047,LEROY COLLINS LEON COUNTY PUBLIC LIBRARY SYST,200 WEST PARK AVENUE,TALLAHASSEE,32301,7716,200 WEST PARK AVENUE,TALLAHASSEE,32301,7716,LEON,8506062665.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,287899,283055,1,6,1,35.0,35.0,68.0,103.0,6866639,172272,0,2108,7041019,3805740,1359407,5165147,371521,118211,132575,622307,737103,6524557,500,0,0,0,500,500,667408,3767,31243,9562,35810,56,11,70,81,218,15645,970628,245388,193395,1423260,553494,85408,1406925,-1,85408,1492333,7628,6315,1271,963,43,30711,16967,400,159,293930,97135,2017,1,0,-84.283207,30.442248,12,2,2017,108,{e4ba9db7-8a17-43db-9da0-0ddab6e01976}
-86.57897499999996,30.44600500000007,FL,FL0260,FL0260,SHALIMAR PUBLIC LIBRARY,6 TENTH AVENUE,SHALIMAR,32579,1399,6 TENTH AVENUE,SHALIMAR,32579,1399,OKALOOSA,8506519906.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,813,799,1,0,0,0.28,0.28,0.16,0.44,14492,1485,0,2884,18861,-9,-9,-9,1439,131,375,1945,-9,17598,0,0,0,0,0,340,-1,28184,105,4825,244,252,0,70,70,11,1678,2906,679,755,-1,825,-1,-1,-1,-1,-1,53,53,15,9,0,249,177,0,2,915,-1,2017,4,0,-86.578975,30.446005,22,4,2017,116,{6d57bec5-7e7b-4e2e-a44a-98550ec976a8}
-86.47632399999998,30.52282900000006,FL,FL8003,FL8003,OKALOOSA COUNTY PUBLIC LIBRARY COOPERATIVE,206 N. PARTIN DR.,NICEVILLE,32578,1244,206 N. PARTIN DR.,NICEVILLE,32578,1244,OKALOOSA,8506095102.0,HQ,MJ,MA,Y,CO2,N,10/01/2016,09/30/2017,195488,192199,0,6,0,8.0,16.7,36.93,53.63,4104230,96762,0,92171,4293163,1892968,570704,2463672,268499,106842,75786,451127,1351280,4266079,69089,0,0,42900,111989,74855,272160,7843,14305,8108,39290,0,13,70,83,314,14078,491725,158710,73401,734738,284621,60760,703407,2711,63471,766878,1107,1022,2103,1111,322,48881,31963,4654,141,66196,26178,2017,1,0,-86.476324,30.522829,22,4,2017,116,{4219700f-cfca-4077-8158-43977116db38}
-83.88194799999997,30.54502800000006,FL,FL0135,FL0135,WILDERNESS COAST PUBLIC LIBRARIES,1180 WEST WASHINGTON STREET,MONTICELLO,32344,1127,P.O. BOX 551,MONTICELLO,32344,551,JEFFERSON,8509977400.0,ME,MJ,MA,Y,MC1,N,10/01/2016,09/30/2017,58681,57694,0,4,0,4.0,5.0,15.4,20.4,674596,583755,0,258363,1516714,572468,243860,816328,75687,25986,2811,104484,598007,1518819,0,0,0,0,0,10000,95080,27435,2753,4764,7544,0,282,70,352,19,9699,197490,20244,27777,113533,26013,6688,113503,0,6688,120191,328,860,1723,568,103,20308,10644,758,88,36665,66803,2017,1,0,-83.881948,30.545028,42,8,2017,104,{dc05e8a4-2c69-49dd-9201-abc9e08f6d1f}
-84.59252499999997,30.57652900000005,FL,FL0030,FSCS5032,GADSDEN COUNTY PUBLIC LIBRARY,732 S. PAT THOMAS PARKWAY,QUINCY,32351,4210,"732 PAT THOMAS PARKWAY, QUINCY, FL",QUINCY,32351,,GADSDEN,8506277106.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,48263,47451,1,2,1,2.0,8.0,4.0,12.0,395000,348470,0,54000,797470,353137,131398,484535,45000,8000,11000,64000,126000,674535,0,0,0,0,0,0,151000,640,3908,50,7025,0,4,70,74,107,8500,98406,3110,41406,58196,11052,-1,-1,-1,-1,-1,362,460,919,805,9,18453,17390,378,79,41336,-1,2017,1,0,-84.592525,30.576529,41,8,2017,91,{cb9dc04c-07e1-4bda-83ff-c6f9dfa09bb0}
-87.05498199999994,30.66277400000007,FL,FL0255,FL0255,SANTA ROSA COUNTY LIBRARY SYSTEM,6275 DOGWOOD DR,MILTON,32570,3500,6275 DOGWOOD DR,MILTON,32570,3500,SANTA ROSA,8509817323.0,NO,CI,MA,Y,CO1,N,10/01/2016,09/30/2017,170835,167960,0,5,0,9.0,9.0,27.0,36.0,1978171,52386,0,0,2030557,988961,451510,1440471,229384,97274,1560,328218,222506,1991195,0,0,0,0,0,0,137592,806,7243,7353,10314,0,26,70,96,125,9900,260080,62868,57568,398597,149499,17375,381222,25157,42532,423754,0,0,416,299,39,8904,6513,422,83,35287,9514,2017,1,0,-87.054982,30.662774,21,4,2017,125,{d95f8770-4ec2-4dfb-9e37-f21ac995e268}
-81.46200399999998,30.67187000000007,FL,FL8005,FL8005,NASSAU COUNTY PUBLIC LIBRARY SYSTEM,25 N. 4TH ST.,FERNANDINA BEACH,32034,4123,25 N. 4TH ST.,FERNANDINA BEACH,32034,4123,NASSAU,9045306500.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,80456,79102,1,4,0,6.5,7.5,8.5,16.0,1280012,35986,22099,108813,1446910,666863,180687,847550,0,38914,113996,152910,420146,1420606,0,0,0,0,0,23349,169677,6552,8145,335,9997,0,5,70,75,137,10172,186210,18331,59662,224181,93653,9309,-1,-1,9309,-1,872,1160,397,263,26,10558,9027,131,64,54037,5024,2017,2,0,-81.462004,30.67187,31,3,2017,-1,{363ee89b-e585-4d99-ac88-b27f5ccbd8b4}
-86.11593499999998,30.718481000000054,FL,FL0101,FSCS5102,WALTON COUNTY PUBLIC LIBRARY SYSTEM,3 CIRCLE DRIVE,DEFUNIAK SPRINGS,32435,2542,3 CIRCLE DRIVE,DEFUNIAK SPRINGS,32435,2542,WALTON,8508923624.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,65301,64202,1,3,1,3.0,3.0,12.5,15.5,889654,21412,0,23482,934548,465008,181584,646592,67309,2100,6032,75441,132770,854803,0,0,0,0,0,0,97248,5727,5185,1582,9620,0,0,70,70,78,8820,107781,12055,47690,115342,39575,2943,115342,-1,2943,118285,244,712,892,405,42,13473,7807,641,36,30293,11079,2017,1,0,-86.115935,30.718481,32,4,2017,134,{0d490e94-3ec9-4cc9-bfbb-45e4e1d6bac2}
-85.22211099999998,30.773851000000036,FL,FL0136,FL0136,PANHANDLE PUBLIC LIBRARY COOPERATIVE SYSTEM,4487 LAFAYETTE ST. SUITE 4,MARIANNA,32446,3417,4487 LAFAYETTE ST. SUITE 4,MARIANNA,32446,3417,JACKSON,8504829296.0,HQ,MJ,MA,Y,MC1,N,10/01/2016,09/30/2017,85629,84188,0,9,0,3.0,5.0,27.55,32.55,889467,707236,0,38342,1635045,732532,250911,983443,78997,68572,5160,152729,363177,1499349,0,0,0,0,0,0,129194,15466,3625,8253,13041,0,17,70,87,72,12576,182772,67005,35841,134522,39443,15351,77114,4272,19623,96737,966,888,1568,684,408,19313,13697,964,191,37757,831,2017,1,0,-85.222111,30.773851,32,6,2017,103,{043a911c-1d84-4f32-acf2-86146b74beb5}
-85.55298499999998,30.77681000000007,FL,FL8009,FL8043,WASHINGTON COUNTY PUBLIC LIBRARY SYSTEM,1444 JACKSON AVENUE,CHIPLEY,32428,1600,1444 JACKSON AVENUE,CHIPLEY,32428,1600,WASHINGTON,8506381314.0,HQ,CC,MA,Y,CO1,Y,10/01/2016,09/30/2017,24985,24565,1,3,0,1.0,1.0,8.18,9.18,285238,210799,0,0,496037,265614,75700,341314,32927,8902,3080,44909,109814,496037,0,0,0,0,0,0,51428,12740,2777,6670,3263,175,1,70,71,3,5634,56227,1661,12417,49956,18280,9018,40938,2495,11513,52451,0,5,219,164,25,6215,5370,231,49,8776,2607,2017,1,4,-85.552985,30.77681,32,6,2017,135,{d0156dd8-be36-4a91-ada9-f4ade021cb52}
